"sex" "year" "aggr_level" "aggr_level_val" "event" "ht.code" "mov.avg" "age.std" "rate" "n.events"
"female" 2018 "age" "18 - 34" "n.patients.med" "m1" 0 0 148.6 863
"female" 2018 "age" "18 - 34" "n.patients.med" "m2" 0 0 1780.8 10345
"female" 2018 "age" "18 - 34" "n.patients.med" "m3" 0 0 349.3 2029
"female" 2018 "age" "18 - 34" "n.patients.med" "m4" 0 0 175.6 1020
"female" 2018 "age" "18 - 34" "n.patients.med" "m5" 0 0 288.3 1675
"female" 2018 "age" "18 - 34" "n.patients.med" "m6" 0 0 169.7 986
"female" 2018 "age" "18 - 34" "n.patients.med" "m7" 0 0 2700.2 15686
"female" 2018 "age" "35 - 44" "n.patients.med" "m1" 0 0 309.5 1105
"female" 2018 "age" "35 - 44" "n.patients.med" "m2" 0 0 6433.7 22970
"female" 2018 "age" "35 - 44" "n.patients.med" "m3" 0 0 1762.3 6292
"female" 2018 "age" "35 - 44" "n.patients.med" "m4" 0 0 139.5 498
"female" 2018 "age" "35 - 44" "n.patients.med" "m5" 0 0 832.2 2971
"female" 2018 "age" "35 - 44" "n.patients.med" "m6" 0 0 371.4 1326
"female" 2018 "age" "35 - 44" "n.patients.med" "m7" 0 0 8333.3 29752
"female" 2018 "age" "45 - 54" "n.patients.med" "m1" 0 0 742.4 3004
"female" 2018 "age" "45 - 54" "n.patients.med" "m2" 0 0 17609.2 71253
"female" 2018 "age" "45 - 54" "n.patients.med" "m3" 0 0 7013.2 28378
"female" 2018 "age" "45 - 54" "n.patients.med" "m4" 0 0 97.4 394
"female" 2018 "age" "45 - 54" "n.patients.med" "m5" 0 0 2755.8 11151
"female" 2018 "age" "45 - 54" "n.patients.med" "m6" 0 0 761.4 3081
"female" 2018 "age" "45 - 54" "n.patients.med" "m7" 0 0 21634.8 87542
"female" 2018 "age" "55 - 64" "n.patients.med" "m1" 0 0 1784.3 6359
"female" 2018 "age" "55 - 64" "n.patients.med" "m2" 0 0 33590.3 119710
"female" 2018 "age" "55 - 64" "n.patients.med" "m3" 0 0 19485.5 69443
"female" 2018 "age" "55 - 64" "n.patients.med" "m4" 0 0 157.7 562
"female" 2018 "age" "55 - 64" "n.patients.med" "m5" 0 0 7785.4 27746
"female" 2018 "age" "55 - 64" "n.patients.med" "m6" 0 0 1791.1 6383
"female" 2018 "age" "55 - 64" "n.patients.med" "m7" 0 0 41208.5 146860
"female" 2018 "age" "65 - 74" "n.patients.med" "m1" 0 0 3800 12664
"female" 2018 "age" "65 - 74" "n.patients.med" "m2" 0 0 52055.1 173480
"female" 2018 "age" "65 - 74" "n.patients.med" "m3" 0 0 33225.8 110729
"female" 2018 "age" "65 - 74" "n.patients.med" "m4" 0 0 295 983
"female" 2018 "age" "65 - 74" "n.patients.med" "m5" 0 0 15981.1 53259
"female" 2018 "age" "65 - 74" "n.patients.med" "m6" 0 0 5994.7 19978
"female" 2018 "age" "65 - 74" "n.patients.med" "m7" 0 0 61621.2 205360
"female" 2018 "age" "75 - 84" "n.patients.med" "m1" 0 0 8257.4 15758
"female" 2018 "age" "75 - 84" "n.patients.med" "m2" 0 0 68863.2 131415
"female" 2018 "age" "75 - 84" "n.patients.med" "m3" 0 0 38483.5 73440
"female" 2018 "age" "75 - 84" "n.patients.med" "m4" 0 0 467.9 893
"female" 2018 "age" "75 - 84" "n.patients.med" "m5" 0 0 25952.3 49526
"female" 2018 "age" "75 - 84" "n.patients.med" "m6" 0 0 13794.1 26324
"female" 2018 "age" "75 - 84" "n.patients.med" "m7" 0 0 77118.5 147169
"female" 2018 "age" "85+" "n.patients.med" "m1" 0 0 14949.7 11881
"female" 2018 "age" "85+" "n.patients.med" "m2" 0 0 76597.1 60874
"female" 2018 "age" "85+" "n.patients.med" "m3" 0 0 23225.5 18458
"female" 2018 "age" "85+" "n.patients.med" "m4" 0 0 531 422
"female" 2018 "age" "85+" "n.patients.med" "m5" 0 0 31063.4 24687
"female" 2018 "age" "85+" "n.patients.med" "m6" 0 0 21349.4 16967
"female" 2018 "age" "85+" "n.patients.med" "m7" 0 0 83627.1 66461
"female" 2018 "edu" "unknown" "n.patients.med" "m1" 1 1 1231.3 2101
"female" 2018 "edu" "unknown" "n.patients.med" "m2" 1 1 15063.2 26113
"female" 2018 "edu" "unknown" "n.patients.med" "m3" 1 1 7606.2 13018
"female" 2018 "edu" "unknown" "n.patients.med" "m4" 1 1 323.6 558
"female" 2018 "edu" "unknown" "n.patients.med" "m5" 1 1 4011.1 6838
"female" 2018 "edu" "unknown" "n.patients.med" "m6" 1 1 1544.7 2623
"female" 2018 "edu" "unknown" "n.patients.med" "m7" 1 1 18246.6 31690
"female" 2018 "edu" "basic" "n.patients.med" "m1" 1 1 1313.6 13635
"female" 2018 "edu" "basic" "n.patients.med" "m2" 1 1 18385.4 176936
"female" 2018 "edu" "basic" "n.patients.med" "m3" 1 1 10642.1 105390
"female" 2018 "edu" "basic" "n.patients.med" "m4" 1 1 140.5 1364
"female" 2018 "edu" "basic" "n.patients.med" "m5" 1 1 5356.4 55098
"female" 2018 "edu" "basic" "n.patients.med" "m6" 1 1 1624.5 17458
"female" 2018 "edu" "basic" "n.patients.med" "m7" 1 1 21995.3 209240
"female" 2018 "edu" "secondary" "n.patients.med" "m1" 1 1 996.4 9938
"female" 2018 "edu" "secondary" "n.patients.med" "m2" 1 1 17128 172448
"female" 2018 "edu" "secondary" "n.patients.med" "m3" 1 1 9039.3 92640
"female" 2018 "edu" "secondary" "n.patients.med" "m4" 1 1 138.8 1181
"female" 2018 "edu" "secondary" "n.patients.med" "m5" 1 1 4320.9 43829
"female" 2018 "edu" "secondary" "n.patients.med" "m6" 1 1 1422.6 14191
"female" 2018 "edu" "secondary" "n.patients.med" "m7" 1 1 20476.6 205536
"female" 2018 "edu" "postgraduate" "n.patients.med" "m1" 1 1 852.9 1311
"female" 2018 "edu" "postgraduate" "n.patients.med" "m2" 1 1 10818.4 17255
"female" 2018 "edu" "postgraduate" "n.patients.med" "m3" 1 1 4950.9 6865
"female" 2018 "edu" "postgraduate" "n.patients.med" "m4" 1 1 116.8 294
"female" 2018 "edu" "postgraduate" "n.patients.med" "m5" 1 1 2437.6 3257
"female" 2018 "edu" "postgraduate" "n.patients.med" "m6" 1 1 1129.9 1402
"female" 2018 "edu" "postgraduate" "n.patients.med" "m7" 1 1 13541.6 22117
"female" 2018 "edu" "tertiary" "n.patients.med" "m1" 1 1 923.9 5071
"female" 2018 "edu" "tertiary" "n.patients.med" "m2" 1 1 13609.5 79374
"female" 2018 "edu" "tertiary" "n.patients.med" "m3" 1 1 6862.3 39168
"female" 2018 "edu" "tertiary" "n.patients.med" "m4" 1 1 115.2 685
"female" 2018 "edu" "tertiary" "n.patients.med" "m5" 1 1 3221.7 17662
"female" 2018 "edu" "tertiary" "n.patients.med" "m6" 1 1 1298.8 6709
"female" 2018 "edu" "tertiary" "n.patients.med" "m7" 1 1 16668.1 97737
"female" 2018 "ethnicity" "denmark" "n.patients.med" "m1" 1 1 1736.2 48751
"female" 2018 "ethnicity" "denmark" "n.patients.med" "m2" 1 1 20069.7 550202
"female" 2018 "ethnicity" "denmark" "n.patients.med" "m3" 1 1 10149 281052
"female" 2018 "ethnicity" "denmark" "n.patients.med" "m4" 1 1 179.3 4707
"female" 2018 "ethnicity" "denmark" "n.patients.med" "m5" 1 1 5901.4 165170
"female" 2018 "ethnicity" "denmark" "n.patients.med" "m6" 1 1 2360.3 66555
"female" 2018 "ethnicity" "denmark" "n.patients.med" "m7" 1 1 23638.6 645973
"female" 2018 "ethnicity" "west" "n.patients.med" "m1" 1 1 2084.3 2287
"female" 2018 "ethnicity" "west" "n.patients.med" "m2" 1 1 17866.8 20598
"female" 2018 "ethnicity" "west" "n.patients.med" "m3" 1 1 9820.8 11038
"female" 2018 "ethnicity" "west" "n.patients.med" "m4" 1 1 162.6 226
"female" 2018 "ethnicity" "west" "n.patients.med" "m5" 1 1 5553.3 6055
"female" 2018 "ethnicity" "west" "n.patients.med" "m6" 1 1 2260.4 2402
"female" 2018 "ethnicity" "west" "n.patients.med" "m7" 1 1 21384.2 24954
"female" 2018 "ethnicity" "middle east / north africa" "n.patients.med" "m1" 1 1 2875.5 950
"female" 2018 "ethnicity" "middle east / north africa" "n.patients.med" "m2" 1 1 22547.5 10614
"female" 2018 "ethnicity" "middle east / north africa" "n.patients.med" "m3" 1 1 16311.6 7427
"female" 2018 "ethnicity" "middle east / north africa" "n.patients.med" "m4" 1 1 118.7 85
"female" 2018 "ethnicity" "middle east / north africa" "n.patients.med" "m5" 1 1 8628.9 3142
"female" 2018 "ethnicity" "middle east / north africa" "n.patients.med" "m6" 1 1 2039.2 637
