"sex" "year" "aggr_level" "aggr_level_val" "event" "ht.code" "mov.avg" "age.std" "rate" "n.events"
"female" 2004 "age" "85+" "n.admissions" "d2" 0 0 227.1 160
"female" 2004 "age" "85+" "n.admissions.ppl" "d2" 0 0 215.7 152
"female" 2004 "age" "85+" "n.dead1" "d2" 0 0 28402.4 48
"female" 2004 "age" "85+" "n.dead5" "d2" 0 0 69822.5 118
"female" 2004 "age" "85+" "n.incidence" "d2" 0 0 239.9 169
"female" 2004 "age" "85+" "n.prevalence" "d2" 0 0 1405.2 990
"female" 2004 "age" "85+" "n.readmissions.30" "d2" 0 0 24.1 17
"female" 2004 "age" "85+" "n.readmissions.ppl.30" "d2" 0 0 10526.3 16
"female" 2004 "age" "65 - 74" "n.admissions" "d2" 0 0 124.2 280
"female" 2004 "age" "65 - 74" "n.admissions.ppl" "d2" 0 0 117.6 265
"female" 2004 "age" "65 - 74" "n.dead1" "d2" 0 0 17708.3 51
"female" 2004 "age" "65 - 74" "n.dead5" "d2" 0 0 32986.1 95
"female" 2004 "age" "65 - 74" "n.incidence" "d2" 0 0 127.8 288
"female" 2004 "age" "65 - 74" "n.prevalence" "d2" 0 0 716.9 1616
"female" 2004 "age" "65 - 74" "n.readmissions.30" "d2" 0 0 16.9 38
"female" 2004 "age" "65 - 74" "n.readmissions.ppl.30" "d2" 0 0 13207.5 35
"female" 2004 "age" "75 - 84" "n.admissions" "d2" 0 0 188.2 314
"female" 2004 "age" "75 - 84" "n.admissions.ppl" "d2" 0 0 174.5 291
"female" 2004 "age" "75 - 84" "n.dead1" "d2" 0 0 20122 66
"female" 2004 "age" "75 - 84" "n.dead5" "d2" 0 0 51219.5 168
"female" 2004 "age" "75 - 84" "n.incidence" "d2" 0 0 196.6 328
"female" 2004 "age" "75 - 84" "n.prevalence" "d2" 0 0 1115.7 1861
"female" 2004 "age" "75 - 84" "n.readmissions.30" "d2" 0 0 31.2 52
"female" 2004 "age" "75 - 84" "n.readmissions.ppl.30" "d2" 0 0 17869.4 52
"female" 2004 "age" "45 - 54" "n.admissions" "d2" 0 0 48.6 176
"female" 2004 "age" "45 - 54" "n.admissions.ppl" "d2" 0 0 43.4 157
"female" 2004 "age" "45 - 54" "n.dead1" "d2" 0 0 6383 12
"female" 2004 "age" "45 - 54" "n.dead5" "d2" 0 0 15425.5 29
"female" 2004 "age" "45 - 54" "n.incidence" "d2" 0 0 51.9 188
"female" 2004 "age" "45 - 54" "n.prevalence" "d2" 0 0 394.7 1429
"female" 2004 "age" "45 - 54" "n.readmissions.30" "d2" 0 0 7.5 27
"female" 2004 "age" "45 - 54" "n.readmissions.ppl.30" "d2" 0 0 15923.6 25
"female" 2004 "age" "55 - 64" "n.admissions" "d2" 0 0 70.5 245
"female" 2004 "age" "55 - 64" "n.admissions.ppl" "d2" 0 0 65.6 228
"female" 2004 "age" "55 - 64" "n.dead1" "d2" 0 0 12062.3 31
"female" 2004 "age" "55 - 64" "n.dead5" "d2" 0 0 25291.8 65
"female" 2004 "age" "55 - 64" "n.incidence" "d2" 0 0 74 257
"female" 2004 "age" "55 - 64" "n.prevalence" "d2" 0 0 465.2 1616
"female" 2004 "age" "55 - 64" "n.readmissions.30" "d2" 0 0 12.1 42
"female" 2004 "age" "55 - 64" "n.readmissions.ppl.30" "d2" 0 0 15350.9 35
"female" 2004 "age" "35 - 44" "n.admissions" "d2" 0 0 46.9 170
"female" 2004 "age" "35 - 44" "n.admissions.ppl" "d2" 0 0 40.6 147
"female" 2004 "age" "35 - 44" "n.dead1" "d2" 0 0 NA NA
"female" 2004 "age" "35 - 44" "n.dead5" "d2" 0 0 6666.7 11
"female" 2004 "age" "35 - 44" "n.incidence" "d2" 0 0 45.6 165
"female" 2004 "age" "35 - 44" "n.prevalence" "d2" 0 0 312 1130
"female" 2004 "age" "35 - 44" "n.readmissions.30" "d2" 0 0 9.9 36
"female" 2004 "age" "35 - 44" "n.readmissions.ppl.30" "d2" 0 0 19047.6 28
"female" 2004 "national" "national" "n.admissions" "d2" 0 1 88.4 1345
"female" 2004 "national" "national" "n.admissions.ppl" "d2" 0 1 81.6 1240
"female" 2004 "national" "national" "n.dead1" "d2" 0 1 11025.1 213
"female" 2004 "national" "national" "n.dead30" "d2" 0 1 3181 58
"female" 2004 "national" "national" "n.dead5" "d2" 0 1 24318.1 486
"female" 2004 "national" "national" "n.incidence" "d2" 0 1 91.6 1395
"female" 2004 "national" "national" "n.prevalence" "d2" 0 1 566.3 8642
"female" 2004 "national" "national" "n.readmissions.30" "d2" 0 1 13.8 212
"female" 2004 "national" "national" "n.readmissions.ppl.30" "d2" 0 1 15934.9 191
"female" 2005 "age" "85+" "n.admissions" "d2" 0 0 238.4 169
"female" 2005 "age" "85+" "n.admissions.ppl" "d2" 0 0 221.5 157
"female" 2005 "age" "85+" "n.dead1" "d2" 0 0 30857.1 54
"female" 2005 "age" "85+" "n.dead5" "d2" 0 0 76571.4 134
"female" 2005 "age" "85+" "n.incidence" "d2" 0 0 246.9 175
"female" 2005 "age" "85+" "n.prevalence" "d2" 0 0 1426.2 1011
"female" 2005 "age" "85+" "n.readmissions.30" "d2" 0 0 36.7 26
"female" 2005 "age" "85+" "n.readmissions.ppl.30" "d2" 0 0 15286.6 24
"female" 2005 "age" "65 - 74" "n.admissions" "d2" 0 0 121.7 278
"female" 2005 "age" "65 - 74" "n.admissions.ppl" "d2" 0 0 112.1 256
"female" 2005 "age" "65 - 74" "n.dead1" "d2" 0 0 20388.3 63
"female" 2005 "age" "65 - 74" "n.dead5" "d2" 0 0 35922.3 111
"female" 2005 "age" "65 - 74" "n.incidence" "d2" 0 0 135.3 309
"female" 2005 "age" "65 - 74" "n.prevalence" "d2" 0 0 737.2 1684
"female" 2005 "age" "65 - 74" "n.readmissions.30" "d2" 0 0 25.4 58
"female" 2005 "age" "65 - 74" "n.readmissions.ppl.30" "d2" 0 0 21093.8 54
"female" 2005 "age" "75 - 84" "n.admissions" "d2" 0 0 182 302
"female" 2005 "age" "75 - 84" "n.admissions.ppl" "d2" 0 0 177.1 294
"female" 2005 "age" "75 - 84" "n.dead1" "d2" 0 0 17630.1 61
"female" 2005 "age" "75 - 84" "n.dead5" "d2" 0 0 47976.9 166
"female" 2005 "age" "75 - 84" "n.incidence" "d2" 0 0 208.5 346
"female" 2005 "age" "75 - 84" "n.prevalence" "d2" 0 0 1146.5 1903
"female" 2005 "age" "75 - 84" "n.readmissions.30" "d2" 0 0 30.1 50
"female" 2005 "age" "75 - 84" "n.readmissions.ppl.30" "d2" 0 0 16326.5 48
"female" 2005 "age" "45 - 54" "n.admissions" "d2" 0 0 49.8 180
"female" 2005 "age" "45 - 54" "n.admissions.ppl" "d2" 0 0 47 170
"female" 2005 "age" "45 - 54" "n.dead1" "d2" 0 0 8867 18
"female" 2005 "age" "45 - 54" "n.dead5" "d2" 0 0 14285.7 29
"female" 2005 "age" "45 - 54" "n.incidence" "d2" 0 0 56.1 203
"female" 2005 "age" "45 - 54" "n.prevalence" "d2" 0 0 409.7 1482
"female" 2005 "age" "45 - 54" "n.readmissions.30" "d2" 0 0 7.7 28
"female" 2005 "age" "45 - 54" "n.readmissions.ppl.30" "d2" 0 0 15882.4 27
"female" 2005 "age" "55 - 64" "n.admissions" "d2" 0 0 64 227
"female" 2005 "age" "55 - 64" "n.admissions.ppl" "d2" 0 0 60.9 216
"female" 2005 "age" "55 - 64" "n.dead1" "d2" 0 0 11583 30
